SiteID,Name,NameAlt,AncientName,Type,Subtype,Morphology,Period,StartDate,EndDate,ArchaeoStatus,Notes,Latitude,Longitude,Northing,Easting,LocQual,SizeHa,SizeQual,Source,SourceID,Pages,AltSource,AltSourcePages,AltSourceID,AltSizeHa,AltSizeQual
1761,Tell Shiloh,Kh. Seilun; Jami' es-Sittin; Jamia Sittin,Shiloh,Fortified Settlement,"{fortified tell, large settlement}",Mound/Tell,Iron Age III (Persian),-539,-333,Excavated/Surveyed,,32.056207402,35.289807763,3548959.34462982,716177.851630373,A,0.2,B,Finkelstein et al. 1997,17-16/72/01,653,,,,,
1761,Tell Shiloh,Kh. Seilun; Jami' es-Sittin; Jamia Sittin,Shiloh,Fortified Settlement,"{fortified tell, large settlement}",Mound/Tell,Hellenistic,-333,-63,Excavated/Surveyed,,32.056207402,35.289807763,3548959.34462982,716177.851630373,A,0.75,B,Finkelstein et al. 1997,17-16/72/01,653,,,,,
1761,Tell Shiloh,Kh. Seilun; Jami' es-Sittin; Jamia Sittin,Shiloh,Fortified Settlement,"{fortified tell, large settlement}",Mound/Tell,Roman,-63,324,Excavated/Surveyed,,32.056207402,35.289807763,3548959.34462982,716177.851630373,A,0.75,B,Finkelstein et al. 1997,17-16/72/01,653,,,,,
1761,Tell Shiloh,Kh. Seilun; Jami' es-Sittin; Jamia Sittin,Shiloh,Fortified Settlement,"{fortified tell, large settlement}",Mound/Tell,Byzantine,324,638,Excavated/Surveyed,,32.056207402,35.289807763,3548959.34462982,716177.851630373,A,1.5,B,Finkelstein et al. 1997,17-16/72/01,653,,,,,
1762,Qaryut,,,Settlement,{modern village},Flat site on natural mound,Iron Age IIb-c,-830,-539,Surveyed,,32.072277949,35.294150052,3550750,716550,A,1.5,B,Finkelstein et al. 1997,17-16/74/01,654,,,,,
1762,Qaryut,,,Settlement,{modern village},Flat site on natural mound,Iron Age III (Persian),-539,-333,Surveyed,,32.072277949,35.294150052,3550750,716550,A,0.75,B,Finkelstein et al. 1997,17-16/74/01,654,,,,,
1762,Qaryut,,,Settlement,{modern village},Flat site on natural mound,Hellenistic,-333,-63,Surveyed,,32.072277949,35.294150052,3550750,716550,A,1.5,B,Finkelstein et al. 1997,17-16/74/01,654,,,,,
1762,Qaryut,,,Settlement,{modern village},Flat site on natural mound,Roman,-63,324,Surveyed,,32.072277949,35.294150052,3550750,716550,A,0.75,B,Finkelstein et al. 1997,17-16/74/01,654,,,,,
1762,Qaryut,,,Settlement,{modern village},Flat site on natural mound,Byzantine,324,638,Surveyed,,32.072277949,35.294150052,3550750,716550,A,0.75,B,Finkelstein et al. 1997,17-16/74/01,654,,,,,
1763,Talfit,,,Settlement,{modern village},Flat site on natural mound,Iron Age IIb-c,-830,-539,Surveyed,,32.089012191,35.291390236,3552600,716250,A,0.2,B,Finkelstein et al. 1997,17-16/76/01,655,,,,,
1763,Talfit,,,Settlement,{modern village},Flat site on natural mound,Iron Age III (Persian),-539,-333,Surveyed,,32.089012191,35.291390236,3552600,716250,A,0.2,B,Finkelstein et al. 1997,17-16/76/01,655,,,,,
1763,Talfit,,,Settlement,{modern village},Flat site on natural mound,Byzantine,324,638,Surveyed,,32.089012191,35.291390236,3552600,716250,A,0.2,B,Finkelstein et al. 1997,17-16/76/01,655,,,,,
1764,Qabalan,,,Settlement,{modern village},Flat site on natural mound,Iron Age I,-1150,-980,Surveyed,,32.106197101,35.288640851,3554500,715950,A,0.75,B,Finkelstein et al. 1997,17-16/77/01,656,,,,,
1764,Qabalan,,,Settlement,{modern village},Flat site on natural mound,Iron Age IIa,-980,-830,Surveyed,,32.106197101,35.288640851,3554500,715950,A,0.2,B,Finkelstein et al. 1997,17-16/77/01,656,,,,,
1764,Qabalan,,,Settlement,{modern village},Flat site on natural mound,Iron Age IIb-c,-830,-539,Surveyed,,32.106197101,35.288640851,3554500,715950,A,0.75,B,Finkelstein et al. 1997,17-16/77/01,656,,,,,
1765,No Name (114),,,Settlement,{sherd scatter},Flat site,Iron Age IIb-c,-830,-539,Surveyed,,32.049214336,35.297809758,3548200,716950,A,0.2,B,Finkelstein et al. 1997,17-16/81/01,657,,,,,
1765,No Name (114),,,Settlement,{sherd scatter},Flat site,Roman-Byzantine,-63,638,Surveyed,,32.049214336,35.297809758,3548200,716950,A,0.2,B,Finkelstein et al. 1997,17-16/81/01,657,,,,,
1766,Ein Seilun,,,Settlement,{sherd scatter},Flat site,Iron Age I,-1150,-980,Surveyed,,32.063177136,35.298688483,3549750,717000,A,0.2,B,Finkelstein et al. 1997,17-16/83/01,658,,,,,
1766,Ein Seilun,,,Settlement,{sherd scatter},Flat site,Iron Age IIb-c,-830,-539,Surveyed,,32.063177136,35.298688483,3549750,717000,A,0.5,B,Finkelstein et al. 1997,17-16/83/01,658,,,,,
1766,Ein Seilun,,,Settlement,{sherd scatter},Flat site,Iron Age III (Persian),-539,-333,Surveyed,,32.063177136,35.298688483,3549750,717000,A,0.2,B,Finkelstein et al. 1997,17-16/83/01,658,,,,,
1766,Ein Seilun,,,Settlement,{sherd scatter},Flat site,Hellenistic,-333,-63,Surveyed,,32.063177136,35.298688483,3549750,717000,A,0.2,B,Finkelstein et al. 1997,17-16/83/01,658,,,,,
1766,Ein Seilun,,,Settlement,{sherd scatter},Flat site,Roman,-63,324,Surveyed,,32.063177136,35.298688483,3549750,717000,A,0.2,B,Finkelstein et al. 1997,17-16/83/01,658,,,,,
1766,Ein Seilun,,,Settlement,{sherd scatter},Flat site,Byzantine,324,638,Surveyed,,32.063177136,35.298688483,3549750,717000,A,0.5,B,Finkelstein et al. 1997,17-16/83/01,658,,,,,
1767,Jebel er-Rukba,,,Settlement,{sherd scatter},Flat site on natural mound,Middle Bronze Age,-2000,-1550,Surveyed,,32.101852432,35.30442496,3554050,717450,A,0.01,B,Finkelstein et al. 1997,17-16/87/01,660,,,,,
1768,Khirbet Sara,,,Settlement,"{structure, wall, winepress}",Flat site on natural mound,Roman,-63,324,Surveyed,,32.057624183,35.306491959,3549150,717750,A,0.3,B,Finkelstein et al. 1997,17-16/92/01,662,,,,,
1768,Khirbet Sara,,,Settlement,"{structure, wall, winepress}",Flat site on natural mound,Byzantine,324,638,Surveyed,,32.057624183,35.306491959,3549150,717750,A,0.3,B,Finkelstein et al. 1997,17-16/92/01,662,,,,,
1769,No Name (115),,,Building,{structure},Flat site,Iron Age I,-1150,-980,Surveyed,,32.054324378,35.314351237,3548800,718500,A,0.1,B,Finkelstein et al. 1997,17-16/92/02,662,,,,,
1769,No Name (115),,,Building,{structure},Flat site,Iron Age IIa,-980,-830,Surveyed,,32.054324378,35.314351237,3548800,718500,A,0.1,B,Finkelstein et al. 1997,17-16/92/02,662,,,,,
1769,No Name (115),,,Building,{structure},Flat site,Iron Age IIb-c,-830,-539,Surveyed,,32.054324378,35.314351237,3548800,718500,A,0.1,B,Finkelstein et al. 1997,17-16/92/02,662,,,,,
1769,No Name (115),,,Building,{structure},Flat site,Roman-Byzantine,-63,638,Surveyed,,32.054324378,35.314351237,3548800,718500,A,0.1,B,Finkelstein et al. 1997,17-16/92/02,662,,,,,
1770,No Name (116),,,Settlement,{sherd scatter},Flat site,Iron Age I,-1150,-980,Surveyed,,32.057959114,35.312854306,3549200,718350,A,0.2,C,Finkelstein et al. 1997,17-16/92/03,663,,,,,
1770,No Name (116),,,Settlement,{sherd scatter},Flat site,Iron Age IIb-c,-830,-539,Surveyed,,32.057959114,35.312854306,3549200,718350,A,0.2,B,Finkelstein et al. 1997,17-16/92/03,663,,,,,
1770,No Name (116),,,Settlement,{sherd scatter},Flat site,Iron Age III (Persian),-539,-333,Surveyed,,32.057959114,35.312854306,3549200,718350,A,0.2,B,Finkelstein et al. 1997,17-16/92/03,663,,,,,
1771,No Name (117),,,Settlement,"{oil press, threshing floor, wall}",Flat site on natural mound,Early Roman,-63,70,Surveyed,,32.055782746,35.308563666,3548950,717950,A,0.2,B,Finkelstein et al. 1997,17-16/92/04,664,,,,,
1771,No Name (117),,,Settlement,"{oil press, threshing floor, wall}",Flat site on natural mound,Byzantine,324,638,Surveyed,,32.055782746,35.308563666,3548950,717950,A,0.2,B,Finkelstein et al. 1997,17-16/92/04,664,,,,,
1772,Jalud,,,Settlement,{modern village},Flat site on natural mound,Iron Age IIb-c,-830,-539,Surveyed,,32.071882984,35.315852804,3550750,718600,A,0.2,B,Finkelstein et al. 1997,17-16/94/01,665,,,,,
1772,Jalud,,,Settlement,{modern village},Flat site on natural mound,Hellenistic,-333,-63,Surveyed,,32.071882984,35.315852804,3550750,718600,A,0.2,B,Finkelstein et al. 1997,17-16/94/01,665,,,,,
1772,Jalud,,,Settlement,{modern village},Flat site on natural mound,Byzantine,324,638,Surveyed,,32.071882984,35.315852804,3550750,718600,A,0.2,B,Finkelstein et al. 1997,17-16/94/01,665,,,,,
1773,Khirbet Ein ‘Eina,,,Settlement,"{cave, hamlet, wall}",Flat site on natural mound,Iron Age IIb-c,-830,-539,Surveyed,,32.080069641,35.308710062,3551643.30439198,717906.180371282,A,0.5,B,Finkelstein et al. 1997,17-16/95/01,667,,,,,
1773,Khirbet Ein ‘Eina,,,Settlement,"{cave, hamlet, wall}",Flat site on natural mound,Hellenistic,-333,-63,Surveyed,,32.080069641,35.308710062,3551643.30439198,717906.180371282,A,0.2,B,Finkelstein et al. 1997,17-16/95/01,667,,,,,
1773,Khirbet Ein ‘Eina,,,Settlement,"{cave, hamlet, wall}",Flat site on natural mound,Roman,-63,324,Surveyed,,32.080069641,35.308710062,3551643.30439198,717906.180371282,A,0.5,B,Finkelstein et al. 1997,17-16/95/01,667,,,,,
1773,Khirbet Ein ‘Eina,,,Settlement,"{cave, hamlet, wall}",Flat site on natural mound,Byzantine,324,638,Surveyed,,32.080069641,35.308710062,3551643.30439198,717906.180371282,A,0.5,B,Finkelstein et al. 1997,17-16/95/01,667,,,,,
1774,Musalla esh-Sheikh Hatim,,,Settlement,{sherd scatter},Flat site,Iron Age I,-1150,-980,Surveyed,,32.108860946,35.315726642,3554850,718500,A,0.2,B,Finkelstein et al. 1997,17-16/98/01,667,,,,,
1774,Musalla esh-Sheikh Hatim,,,Settlement,{sherd scatter},Flat site,Iron Age IIa,-980,-830,Surveyed,,32.108860946,35.315726642,3554850,718500,A,0.2,B,Finkelstein et al. 1997,17-16/98/01,667,,,,,
1774,Musalla esh-Sheikh Hatim,,,Settlement,{sherd scatter},Flat site,Iron Age IIb-c,-830,-539,Surveyed,,32.108860946,35.315726642,3554850,718500,A,1,B,Finkelstein et al. 1997,17-16/98/01,667,,,,,
1774,Musalla esh-Sheikh Hatim,,,Settlement,{sherd scatter},Flat site,Iron Age III (Persian),-539,-333,Surveyed,,32.108860946,35.315726642,3554850,718500,A,0.2,B,Finkelstein et al. 1997,17-16/98/01,667,,,,,
1774,Musalla esh-Sheikh Hatim,,,Settlement,{sherd scatter},Flat site,Hellenistic,-333,-63,Surveyed,,32.108860946,35.315726642,3554850,718500,A,0.2,B,Finkelstein et al. 1997,17-16/98/01,667,,,,,
1774,Musalla esh-Sheikh Hatim,,,Settlement,{sherd scatter},Flat site,Roman,-63,324,Surveyed,,32.108860946,35.315726642,3554850,718500,A,0.2,B,Finkelstein et al. 1997,17-16/98/01,667,,,,,
1774,Musalla esh-Sheikh Hatim,,,Settlement,{sherd scatter},Flat site,Byzantine,324,638,Surveyed,,32.108860946,35.315726642,3554850,718500,A,0.2,C,Finkelstein et al. 1997,17-16/98/01,667,,,,,
1775,No Name (118),,,Settlement,,Flat site on natural mound,Early Bronze Age IB-II,-3300,-2850,Surveyed,,32.132738897,35.216172414,3557300,709050,A,2,B,Finkelstein et al. 1997,17-17/00/01,668,,,,,
1775,No Name (118),,,Settlement,,Flat site on natural mound,Early Bronze Age III,-2850,-2500,Surveyed,,32.132738897,35.216172414,3557300,709050,A,2,B,Finkelstein et al. 1997,17-17/00/01,668,,,,,
1775,No Name (118),,,Settlement,,Flat site on natural mound,Iron Age III (Persian),-539,-333,Surveyed,,32.132738897,35.216172414,3557300,709050,A,0.2,B,Finkelstein et al. 1997,17-17/00/01,668,,,,,
1776,Khirbet er-Ruweisun,,,Settlement,"{hamlet, oil press, structure}",Flat site,Middle Bronze Age,-2000,-1550,Surveyed,,32.13442106,35.223102477,3557500,709700,A,0.75,B,Finkelstein et al. 1997,17-17/11/01,671,,,,,
1776,Khirbet er-Ruweisun,,,Settlement,"{hamlet, oil press, structure}",Flat site,Hellenistic,-333,-63,Surveyed,,32.13442106,35.223102477,3557500,709700,A,0.2,B,Finkelstein et al. 1997,17-17/11/01,671,,,,,
1776,Khirbet er-Ruweisun,,,Settlement,"{hamlet, oil press, structure}",Flat site,Roman-Byzantine,-63,638,Surveyed,,32.13442106,35.223102477,3557500,709700,A,0.2,B,Finkelstein et al. 1997,17-17/11/01,671,,,,,
1777,Khirbet ed-Deir,,,Settlement,{hamlet},Flat site on natural mound,Hellenistic,-333,-63,Surveyed,,32.152469272,35.22248054,3559500,709600,A,0.3,C,Finkelstein et al. 1997,17-17/13/01,674,,,,,
1777,Khirbet ed-Deir,,,Settlement,{hamlet},Flat site on natural mound,Byzantine,324,638,Surveyed,,32.152469272,35.22248054,3559500,709600,A,0.3,C,Finkelstein et al. 1997,17-17/13/01,674,,,,,
1778,Khirbet ‘Atarud,,,Settlement,"{cave, cistern, hamlet, oil press, structure}",Flat site on natural mound,Early Bronze Age III,-2850,-2500,Surveyed,,32.136807744,35.241179155,3557800,711400,A,0.2,B,Finkelstein et al. 1997,17-17/21/01,675,,,,,
1778,Khirbet ‘Atarud,,,Settlement,"{cave, cistern, hamlet, oil press, structure}",Flat site on natural mound,Iron Age I,-1150,-980,Surveyed,,32.136807744,35.241179155,3557800,711400,A,0.75,B,Finkelstein et al. 1997,17-17/21/01,675,,,,,
1778,Khirbet ‘Atarud,,,Settlement,"{cave, cistern, hamlet, oil press, structure}",Flat site on natural mound,Iron Age IIa,-980,-830,Surveyed,,32.136807744,35.241179155,3557800,711400,A,0.75,B,Finkelstein et al. 1997,17-17/21/01,675,,,,,
1778,Khirbet ‘Atarud,,,Settlement,"{cave, cistern, hamlet, oil press, structure}",Flat site on natural mound,Iron Age IIb-c,-830,-539,Surveyed,,32.136807744,35.241179155,3557800,711400,A,1.5,B,Finkelstein et al. 1997,17-17/21/01,675,,,,,
1778,Khirbet ‘Atarud,,,Settlement,"{cave, cistern, hamlet, oil press, structure}",Flat site on natural mound,Iron Age III (Persian),-539,-333,Surveyed,,32.136807744,35.241179155,3557800,711400,A,0.75,B,Finkelstein et al. 1997,17-17/21/01,675,,,,,
1778,Khirbet ‘Atarud,,,Settlement,"{cave, cistern, hamlet, oil press, structure}",Flat site on natural mound,Hellenistic,-333,-63,Surveyed,,32.136807744,35.241179155,3557800,711400,A,0.75,B,Finkelstein et al. 1997,17-17/21/01,675,,,,,
1778,Khirbet ‘Atarud,,,Settlement,"{cave, cistern, hamlet, oil press, structure}",Flat site on natural mound,Early Roman,-63,70,Surveyed,,32.136807744,35.241179155,3557800,711400,A,0.75,C,Finkelstein et al. 1997,17-17/21/01,675,,,,,
1778,Khirbet ‘Atarud,,,Settlement,"{cave, cistern, hamlet, oil press, structure}",Flat site on natural mound,Late Roman,70,324,Surveyed,,32.136807744,35.241179155,3557800,711400,A,0.75,B,Finkelstein et al. 1997,17-17/21/01,675,,,,,
1778,Khirbet ‘Atarud,,,Settlement,"{cave, cistern, hamlet, oil press, structure}",Flat site on natural mound,Byzantine,324,638,Surveyed,,32.136807744,35.241179155,3557800,711400,A,1.5,B,Finkelstein et al. 1997,17-17/21/01,675,,,,,
1779,Khirbet Sarisa,,,Settlement,"{sherd scatter, wall}",Flat site on natural mound,Iron Age IIb-c,-830,-539,Surveyed,,32.145005351,35.236609677,3558700,710950,A,0.2,B,Finkelstein et al. 1997,17-17/22/01,677,,,,,
1779,Khirbet Sarisa,,,Settlement,"{sherd scatter, wall}",Flat site on natural mound,Iron Age III (Persian),-539,-333,Surveyed,,32.145005351,35.236609677,3558700,710950,A,0.2,B,Finkelstein et al. 1997,17-17/22/01,677,,,,,
1779,Khirbet Sarisa,,,Settlement,"{sherd scatter, wall}",Flat site on natural mound,Hellenistic,-333,-63,Surveyed,,32.145005351,35.236609677,3558700,710950,A,0.2,B,Finkelstein et al. 1997,17-17/22/01,677,,,,,
1779,Khirbet Sarisa,,,Settlement,"{sherd scatter, wall}",Flat site on natural mound,Early Roman,-63,70,Surveyed,,32.145005351,35.236609677,3558700,710950,A,0.2,C,Finkelstein et al. 1997,17-17/22/01,677,,,,,
1779,Khirbet Sarisa,,,Settlement,"{sherd scatter, wall}",Flat site on natural mound,Byzantine,324,638,Surveyed,,32.145005351,35.236609677,3558700,710950,A,0.2,B,Finkelstein et al. 1997,17-17/22/01,677,,,,,
1780,No Name (119),,,Settlement,{sherd scatter},Flat site,Early Bronze Age,-3800,-2500,Surveyed,,32.133934092,35.250647854,3557500,712300,A,0.2,B,Finkelstein et al. 1997,17-17/30/01,678,,,,,
1780,No Name (119),,,Settlement,{sherd scatter},Flat site,Iron Age IIb-III,-830,-333,Surveyed,,32.133934092,35.250647854,3557500,712300,A,0.2,B,Finkelstein et al. 1997,17-17/30/01,678,,,,,
1781,Einabus,,,Settlement,{modern village},Mound/Tell,Middle Bronze Age,-2000,-1550,Surveyed,,32.148451662,35.245704361,3559100,711800,A,0.75,B,Finkelstein et al. 1997,17-17/32/01,679,,,,,
1781,Einabus,,,Settlement,{modern village},Mound/Tell,Late Bronze Age III,-1200,-1150,Surveyed,,32.148451662,35.245704361,3559100,711800,A,0.2,B,Finkelstein et al. 1997,17-17/32/01,679,,,,,
1781,Einabus,,,Settlement,{modern village},Mound/Tell,Iron Age I,-1150,-980,Surveyed,,32.148451662,35.245704361,3559100,711800,A,1.1,B,Finkelstein et al. 1997,17-17/32/01,679,,,,,
1781,Einabus,,,Settlement,{modern village},Mound/Tell,Iron Age IIb-c,-830,-539,Surveyed,,32.148451662,35.245704361,3559100,711800,A,0.75,B,Finkelstein et al. 1997,17-17/32/01,679,,,,,
1781,Einabus,,,Settlement,{modern village},Mound/Tell,Iron Age III (Persian),-539,-333,Surveyed,,32.148451662,35.245704361,3559100,711800,A,0.2,B,Finkelstein et al. 1997,17-17/32/01,679,,,,,
1781,Einabus,,,Settlement,{modern village},Mound/Tell,Hellenistic,-333,-63,Surveyed,,32.148451662,35.245704361,3559100,711800,A,0.2,B,Finkelstein et al. 1997,17-17/32/01,679,,,,,
1781,Einabus,,,Settlement,{modern village},Mound/Tell,Early Roman,-63,70,Surveyed,,32.148451662,35.245704361,3559100,711800,A,0.2,C,Finkelstein et al. 1997,17-17/32/01,679,,,,,
1781,Einabus,,,Settlement,{modern village},Mound/Tell,Late Roman,70,324,Surveyed,,32.148451662,35.245704361,3559100,711800,A,0.2,B,Finkelstein et al. 1997,17-17/32/01,679,,,,,
1782,Quza,,,Settlement,{modern village},Flat site on natural mound,Iron Age IIb-c,-830,-539,Surveyed,,32.140197185,35.253451646,3558200,712550,A,0.2,C,Finkelstein et al. 1997,17-17/41/01,682,,,,,
1782,Quza,,,Settlement,{modern village},Flat site on natural mound,Byzantine,324,638,Surveyed,,32.140197185,35.253451646,3558200,712550,A,0.2,B,Finkelstein et al. 1997,17-17/41/01,682,,,,,
1783,Khirbet Ras Zeid,,,Settlement,{structure},Flat site on natural mound,Iron Age I,-1150,-980,Surveyed,,32.136572465,35.254422388,3557800,712650,A,0.8,B,Finkelstein et al. 1997,17-17/41/02,684,,,,,
1783,Khirbet Ras Zeid,,,Settlement,{structure},Flat site on natural mound,Iron Age IIb-c,-830,-539,Surveyed,,32.136572465,35.254422388,3557800,712650,A,0.2,B,Finkelstein et al. 1997,17-17/41/02,684,,,,,
1784,Beit el-Khirbeh,,,Building,{structure},Flat site,Roman,-63,324,Surveyed,,32.147921318,35.259281204,3559068.00064987,713082.001843836,A,0.1,B,Finkelstein et al. 1997,17-17/42/01,685,,,,,
1784,Beit el-Khirbeh,,,Building,{structure},Flat site,Byzantine,324,638,Surveyed,,32.147921318,35.259281204,3559068.00064987,713082.001843836,A,0.1,B,Finkelstein et al. 1997,17-17/42/01,685,,,,,
1785,Khirbet et-Tira,,,Settlement,{sherd scatter},Flat site on natural mound,Iron Age IIb-III,-830,-333,Surveyed,,32.166742978,35.256755883,3561150,712800,A,0.75,B,Finkelstein et al. 1997,17-17/44/01,687,,,,,
1785,Khirbet et-Tira,,,Settlement,{sherd scatter},Flat site on natural mound,Hellenistic,-333,-63,Surveyed,,32.166742978,35.256755883,3561150,712800,A,0.2,B,Finkelstein et al. 1997,17-17/44/01,687,,,,,
1785,Khirbet et-Tira,,,Settlement,{sherd scatter},Flat site on natural mound,Early Roman,-63,70,Surveyed,,32.166742978,35.256755883,3561150,712800,A,0.2,C,Finkelstein et al. 1997,17-17/44/01,687,,,,,
1785,Khirbet et-Tira,,,Settlement,{sherd scatter},Flat site on natural mound,Late Roman,70,324,Surveyed,,32.166742978,35.256755883,3561150,712800,A,0.2,B,Finkelstein et al. 1997,17-17/44/01,687,,,,,
1785,Khirbet et-Tira,,,Settlement,{sherd scatter},Flat site on natural mound,Byzantine,324,638,Surveyed,,32.166742978,35.256755883,3561150,712800,A,1.5,B,Finkelstein et al. 1997,17-17/44/01,687,,,,,
1786,No Name (122),,,Settlement,{sherd scatter},Flat site,Middle Bronze Age,-2000,-1550,Surveyed,,32.141750809,35.267452412,3558400.00795202,713867.251404588,A,0.1,C,Finkelstein et al. 1997,17-17/52/01,689,,,,,
1786,No Name (122),,,Settlement,{sherd scatter},Flat site,Iron Age IIa,-980,-830,Surveyed,,32.141750809,35.267452412,3558400.00795202,713867.251404588,A,0.1,C,Finkelstein et al. 1997,17-17/52/01,689,,,,,
1786,No Name (122),,,Settlement,{sherd scatter},Flat site,Iron Age IIb-c,-830,-539,Surveyed,,32.141750809,35.267452412,3558400.00795202,713867.251404588,A,0.1,B,Finkelstein et al. 1997,17-17/52/01,689,,,,,
1786,No Name (122),,,Settlement,{sherd scatter},Flat site,Iron Age III-Hellenistic,-539,-63,Surveyed,,32.141750809,35.267452412,3558400.00795202,713867.251404588,A,0.1,B,Finkelstein et al. 1997,17-17/52/01,689,,,,,
1786,No Name (122),,,Settlement,{sherd scatter},Flat site,Roman-Byzantine,-63,638,Surveyed,,32.141750809,35.267452412,3558400.00795202,713867.251404588,A,0.1,B,Finkelstein et al. 1997,17-17/52/01,689,,,,,
1787,Khirbet Matar,,,Settlement,"{cistern, hamlet, wall}",Flat site on natural mound,Iron Age IIb-c,-830,-539,Surveyed,,32.150655039,35.273745055,3559399.86020184,714440.053903253,A,0.2,B,Finkelstein et al. 1997,17-17/53/01,691,,,,,
1787,Khirbet Matar,,,Settlement,"{cistern, hamlet, wall}",Flat site on natural mound,Iron Age III (Persian),-539,-333,Surveyed,,32.150655039,35.273745055,3559399.86020184,714440.053903253,A,0.2,B,Finkelstein et al. 1997,17-17/53/01,691,,,,,
1787,Khirbet Matar,,,Settlement,"{cistern, hamlet, wall}",Flat site on natural mound,Hellenistic,-333,-63,Surveyed,,32.150655039,35.273745055,3559399.86020184,714440.053903253,A,0.2,B,Finkelstein et al. 1997,17-17/53/01,691,,,,,
1787,Khirbet Matar,,,Settlement,"{cistern, hamlet, wall}",Flat site on natural mound,Roman,-63,324,Surveyed,,32.150655039,35.273745055,3559399.86020184,714440.053903253,A,0.6,B,Finkelstein et al. 1997,17-17/53/01,691,,,,,
1787,Khirbet Matar,,,Settlement,"{cistern, hamlet, wall}",Flat site on natural mound,Roman-Byzantine,-63,638,Surveyed,,32.150655039,35.273745055,3559399.86020184,714440.053903253,A,0.6,B,Finkelstein et al. 1997,17-17/53/01,691,,,,,
1788,No Name (123),,,Settlement,"{cave, cistern, wall}",Flat site on natural mound,Iron Age III (Persian),-539,-333,Surveyed,,32.153885953,35.264870174,3559740.45892035,713595.320320988,A,0.3,B,Finkelstein et al. 1997,17-17/53/02,692,,,,,
1788,No Name (123),,,Settlement,"{cave, cistern, wall}",Flat site on natural mound,Early Roman,-63,70,Surveyed,,32.153885953,35.264870174,3559740.45892035,713595.320320988,A,0.3,B,Finkelstein et al. 1997,17-17/53/02,692,,,,,
1788,No Name (123),,,Settlement,"{cave, cistern, wall}",Flat site on natural mound,Late Roman,70,324,Surveyed,,32.153885953,35.264870174,3559740.45892035,713595.320320988,A,0.3,B,Finkelstein et al. 1997,17-17/53/02,692,,,,,
1788,No Name (123),,,Settlement,"{cave, cistern, wall}",Flat site on natural mound,Byzantine,324,638,Surveyed,,32.153885953,35.264870174,3559740.45892035,713595.320320988,A,0.3,B,Finkelstein et al. 1997,17-17/53/02,692,,,,,
1789,No Name (125),,,Settlement,{sherd scatter},Flat site,Iron Age IIa,-980,-830,Surveyed,,32.175136166,35.266506211,3562100,713700,A,0.1,B,Finkelstein et al. 1997,17-17/55/01,693,,,,,
1789,No Name (125),,,Settlement,{sherd scatter},Flat site,Iron Age IIb-c,-830,-539,Surveyed,,32.175136166,35.266506211,3562100,713700,A,0.1,B,Finkelstein et al. 1997,17-17/55/01,693,,,,,
1790,Khirbet en-Nabi,,Macher?,Settlement,,Flat site on natural mound,Early Bronze Age IB-II,-3300,-2850,Excavated/Surveyed,,32.179164169,35.268196647,3562550,713850,A,0.2,C,Finkelstein et al. 1997,17-17/56/01,694,,,,,
1790,Khirbet en-Nabi,,Macher?,Settlement,,Flat site on natural mound,Early Bronze Age III,-2850,-2500,Excavated/Surveyed,,32.179164169,35.268196647,3562550,713850,A,0.75,B,Finkelstein et al. 1997,17-17/56/01,694,,,,,
1790,Khirbet en-Nabi,,Macher?,Settlement,,Flat site on natural mound,Middle Bronze Age,-2000,-1550,Excavated/Surveyed,,32.179164169,35.268196647,3562550,713850,A,0.2,C,Finkelstein et al. 1997,17-17/56/01,694,,,,,
1790,Khirbet en-Nabi,,Macher?,Settlement,,Flat site on natural mound,Iron Age I,-1150,-980,Excavated/Surveyed,,32.179164169,35.268196647,3562550,713850,A,0.75,B,Finkelstein et al. 1997,17-17/56/01,694,,,,,
1790,Khirbet en-Nabi,,Macher?,Settlement,,Flat site on natural mound,Iron Age IIa,-980,-830,Excavated/Surveyed,,32.179164169,35.268196647,3562550,713850,A,0.2,B,Finkelstein et al. 1997,17-17/56/01,694,,,,,
1790,Khirbet en-Nabi,,Macher?,Settlement,,Flat site on natural mound,Iron Age IIb-c,-830,-539,Excavated/Surveyed,,32.179164169,35.268196647,3562550,713850,A,0.75,B,Finkelstein et al. 1997,17-17/56/01,694,,,,,
1790,Khirbet en-Nabi,,Macher?,Settlement,,Flat site on natural mound,Iron Age III (Persian),-539,-333,Excavated/Surveyed,,32.179164169,35.268196647,3562550,713850,A,0.2,B,Finkelstein et al. 1997,17-17/56/01,694,,,,,
1790,Khirbet en-Nabi,,Macher?,Settlement,,Flat site on natural mound,Hellenistic,-333,-63,Excavated/Surveyed,,32.179164169,35.268196647,3562550,713850,A,0.2,B,Finkelstein et al. 1997,17-17/56/01,694,,,,,
1790,Khirbet en-Nabi,,Macher?,Settlement,,Flat site on natural mound,Roman,-63,324,Excavated/Surveyed,,32.179164169,35.268196647,3562550,713850,A,1.2,B,Finkelstein et al. 1997,17-17/56/01,694,,,,,
1790,Khirbet en-Nabi,,Macher?,Settlement,,Flat site on natural mound,Byzantine,324,638,Excavated/Surveyed,,32.179164169,35.268196647,3562550,713850,A,0.2,B,Finkelstein et al. 1997,17-17/56/01,694,,,,,
1791,No Name (126),,,Settlement,{sherd scatter},Flat site,Middle Bronze Age,-2000,-1550,Surveyed,,32.129394159,35.277562017,3557050,714850,A,0.1,B,Finkelstein et al. 1997,17-17/60/01,698,,,,,
